ID,AgeGroup,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive_Fraction,SS_Fraction,Alcohol,Caffeine,Cannabis,Cocaine
1805,18 - 24,Male,Professional certificate/ diploma,USA,Other,40,39,55,51,37,11.46,11.62,Used,Used,Used, Never Used
1806,18 - 24,Male,Some college or university,USA,White,44,36,52,46,38,11.46,11.14,Used,Used,Used, Never Used
1807,35 - 44,Female,Professional certificate/ diploma,USA,White,36,34,40,42,33,11.46,7,Used,Used,Used,Used
1808,35 - 44,Male,University degree,USA,Other,34,33,54,39,29,11.46,11.14,Used,Used,Used,Used
1809,18 - 24,Female,Masters degree,UK,Black,40,34,42,44,39,14.64,4.62,Used,Used, Never Used, Never Used
1810,18 - 24,Female,Left school at 17 years,USA,White,48,47,53,33,43,10.34,5.46,Used,Used,Used,Used
1811,18 - 24,Male,University degree,USA,White,30,31,53,35,48,11.46,5.46,Used,Used,Used,Used
1812,18 - 24,Male,Some college or university,USA,White,22,34,53,43,55,16.29,11.83,Used,Used,Used, Never Used
1813,25 - 34,Female,Left school at 18 years,Other,White,49,39,49,34,32,10.34,5.46,Used,Used,Used,Used
1814,25 - 34,Male,University degree,Other,Asian,29,44,47,42,38,7.85,11.14,Used,Used,Used,Used
1815,35 - 44,Female,University degree,Canada ,White,45,35,59,40,51,13.63,11.14,Used,Used,Used,Used
1816,18 - 24,Female,Masters degree,UK,White,37,42,39,53,48,16.29,7,Used,Used,Used,Used
1817,45 - 54,Male,University degree,UK,White,20,40,47,38,41,11.46,13.21,Used,Used, Never Used, Never Used
1818,18 - 24,Female,Some college or university,USA,Other,35,31,48,50,44,10.34,11.19,Used,Used,Used,Used
1819,25 - 34,Female,University degree,USA,White,37,44,50,39,41,5.52,11.19,Used,Used,Used,Used
1820,18 - 24,Male,Masters degree,USA,White,14,55,54,45,51,18.83,11.14,Used,Used,Used,Used
1821,18 - 24,Male,Some college or university,USA,White,51,25,55,39,21,5.52,11.83,Used,Used,Used, Never Used
1822,45 - 54,Female,Some college or university,USA,White,49,39,49,46,37,5.52,11.19,Used,Used,Used,Used
1823,18 - 24,Male,Some college or university,USA,White,28,42,57,36,36,18.83,13.21,Used,Used,Used,Used
1824,18 - 24,Female,Some college or university,USA,White,48,31,53,41,24,10.34,11.83,Used,Used,Used, Never Used
1825,25 - 34,Male,University degree,UK,Asian,31,29,42,41,39,11.46,13.21,Used, Never Used, Never Used, Never Used
1826,18 - 24,Male,University degree,USA,White,36,32,47,34,42,18.83,8.97,Used,Used,Used,Used
1827,18 - 24,Female,University degree,USA,White,38,38,52,51,42,10.34,11.62,Used,Used,Used,Used
1828,25 - 34,Female,University degree,USA,White,26,29,47,45,44,18.83,11.19,Used,Used,Used,Used
1829,25 - 34,Female,Masters degree,USA,White,32,47,49,26,41,10.34,11.14,Used,Used,Used,Used
1830,25 - 34,Female,University degree,USA,Other,44,28,44,33,33,14.64,7,Used,Used,Used,Used
1831,25 - 34,Female,University degree,Australia,White,37,22,48,36,35,16.29,11.19,Used,Used,Used,Used
1832,18 - 24,Male,Left school at 18 years,Other,White,38,40,49,37,27,13.63,11.14,Used,Used,Used, Never Used
1833,18 - 24,Male,University degree,USA,Other,14,52,52,45,55,16.29,11.62,Used,Used,Used, Never Used
1834,35 - 44,Female,University degree,USA,White,32,32,48,41,50,18.83,11.83,Used,Used,Used,Used
1835,25 - 34,Male,Some college or university,USA,White,29,44,43,40,44,10.34,13.21,Used,Used,Used,Used
1836,45 - 54,Male,University degree,USA,White,42,34,46,40,30,7.85,11.19,Used,Used,Used,Used
1837,35 - 44,Female,Professional certificate/ diploma,USA,White,54,26,52,45,28,10.34,7,Used,Used,Used,Used
1838,35 - 44,Female,Some college or university,USA,White,39,29,49,48,40,18.83,11.19,Used,Used,Used,Used
1839,35 - 44,Female,Professional certificate/ diploma,USA,White,35,34,46,47,44,14.64,3.77,Used,Used,Used,Used
1840,25 - 34,Female,Professional certificate/ diploma,Australia,White,22,46,57,52,44,7.85,5.46,Used,Used,Used,Used
1841,55 - 64,Female,University degree,USA,White,40,44,49,52,41,10.34,11.19,Used,Used,Used,Used
1842,18 - 24,Male,Some college or university,Other,White,37,37,55,41,33,7.85,11.14,Used,Used,Used, Never Used
1843,25 - 34,Male,University degree,USA,Other,47,39,54,29,48,11.46,11.19,Used,Used,Used, Never Used
1844,45 - 54,Male,Doctorate degree,UK,White,33,34,46,32,41,18.83,11.19,Used,Used,Used,Used
1845,18 - 24,Male,Some college or university,USA,White,30,43,58,51,45,13.63,11.19,Used,Used,Used,Used
1846,45 - 54,Male,University degree,USA,White,35,44,50,48,50,18.83,11.62,Used,Used,Used,Used
1847,18 - 24,Male,Some college or university,USA,White,24,48,52,50,49,10.34,13.21,Used,Used,Used, Never Used
1848,18 - 24,Female,University degree,USA,White,51,33,54,37,31,0.37,5.46,Used,Used,Used,Used
1849,18 - 24,Female,Some college or university,Canada ,White,42,33,49,47,49,5.52,11.14,Used,Used,Used,Used
1850,45 - 54,Male,Professional certificate/ diploma,USA,Black,26,33,39,38,47,14.64,11.19,Used,Used,Used,Used
1851,25 - 34,Female,University degree,USA,White,55,30,57,48,34,13.63,7,Used,Used,Used, Never Used
1852,18 - 24,Male,Left school at 17 years,Australia,White,39,44,44,41,32,10.34,11.14,Used,Used,Used,Used
1853,25 - 34,Male,Professional certificate/ diploma,USA,Other,40,46,45,40,47,13.63,11.83,Used,Used,Used,Used
1854,25 - 34,Female,Masters degree,UK,White,34,39,43,41,48,18.83,11.19,Used,Used,Used, Never Used
1855,35 - 44,Male,Left school at 16 years,USA,White,31,31,43,46,41,18.83,8.97,Used,Used,Used,Used
1856,18 - 24,Male,Some college or university,USA,White,34,48,44,29,45,18.83,13.21,Used,Used,Used, Never Used
1857,18 - 24,Male,Some college or university,USA,White,22,41,58,41,42,10.34,13.21,Used,Used,Used,Used
1858,18 - 24,Male,Left school at 17 years,Australia,White,34,40,50,41,30,7.85,11.14,Used,Used,Used,Used
1859,35 - 44,Male,Professional certificate/ diploma,Other,White,25,47,50,43,43,16.29,13.21,Used,Used,Used, Never Used
1860,18 - 24,Male,Some college or university,USA,White,39,36,44,33,35,14.64,11.19,Used,Used,Used,Used
1861,18 - 24,Male,Some college or university,USA,White,52,42,56,42,28,0.37,13.21,Used,Used,Used,Used
1862,18 - 24,Male,Left school at 18 years,USA,White,33,42,49,42,41,10.34,11.14,Used,Used,Used, Never Used
1863,35 - 44,Male,Some college or university,Other,White,32,40,51,45,43,18.83,11.19,Used,Used,Used,Used
1864,55 - 64,Female,University degree,Canada ,White,21,32,53,40,37,16.29,11.62,Used,Used,Used,Used
1865,25 - 34,Female,University degree,USA,Other,32,40,54,42,45,10.34,13.21,Used,Used,Used, Never Used
1866,45 - 54,Male,Left school before 16 years,USA,White,43,37,49,36,44,11.46,13.21,Used,Used,Used,Used
1867,18 - 24,Female,Some college or university,USA,White,42,44,60,36,48,10.34,11.14,Used,Used,Used,Used
1868,25 - 34,Male,Some college or university,USA,White,19,40,58,37,45,18.83,13.21,Used,Used,Used,Used
1869,18 - 24,Female,Professional certificate/ diploma,USA,White,36,40,59,39,25,10.34,11.14,Used,Used,Used,Used
1870,18 - 24,Female,University degree,USA,White,37,34,55,45,52,16.29,11.83,Used,Used,Used, Never Used
1871,18 - 24,Female,Some college or university,USA,White,47,37,48,38,41,5.52,11.83,Used,Used,Used,Used
1872,18 - 24,Male,Some college or university,Other,White,30,39,48,32,31,13.63,13.21,Used,Used,Used, Never Used
1873,18 - 24,Male,Some college or university,USA,White,34,47,55,41,42,13.63,11.19,Used,Used,Used,Used
1874,25 - 34,Female,University degree,Other,White,26,46,57,54,50,16.29,11.62,Used,Used,Used, Never Used
1875,18 - 24,Male,Left school at 18 years,USA,White,46,37,55,36,43,16.29,13.21,Used,Used,Used,Used
1876,18 - 24,Male,Some college or university,Canada ,White,28,40,59,48,30,10.34,5.46,Used,Used,Used, Never Used
1877,18 - 24,Male,Left school at 17 years,USA,White,43,31,50,39,39,11.46,13.21,Used,Used,Used,Used
1878,65+,Male,Some college or university,USA,White,55,39,59,49,37,18.83,11.62,Used,Used,Used,Used
1879,18 - 24,Male,Some college or university,USA,Mixed-White/Asian,35,27,50,38,41,7.85,11.14,Used,Used,Used, Never Used
1880,25 - 34,Male,Some college or university,Canada ,Other,34,36,55,37,36,11.46,13.21,Used,Used,Used,Used
1881,18 - 24,Male,Left school at 17 years,USA,White,50,26,42,31,46,18.83,11.14,Used,Used,Used,Used
1882,18 - 24,Male,University degree,Canada ,White,35,27,52,38,55,16.29,11.83,Used,Used,Used, Never Used
1883,18 - 24,Male,Some college or university,Other,White,28,42,48,41,40,10.34,11.19,Used,Used,Used, Never Used
1884,18 - 24,Female,Some college or university,USA,White,25,51,57,48,33,10.34,5.46,Used,Used,Used, Never Used
1885,18 - 24,Male,Some college or university,USA,White,33,51,50,48,30,10.34,11.19,Used,Used,Used, Never Used
1886,25 - 34,Female,University degree,USA,White,47,30,37,31,31,11.46,11.19,Used,Used,Used,Used
1887,18 - 24,Female,Some college or university,USA,White,45,26,48,32,22,7.85,11.14,Used,Used,Used, Never Used
1888,18 - 24,Male,Some college or university,Ireland,White,31,53,56,50,45,10.34,11.14,Used,Used,Used,Used
1889,65+,Female,Professional certificate/ diploma,New Zealand,Other,35,69,29,51,69,14.35,4.94, Never Used, Never Used,Used, Never Used
1890,35 - 44,Female,Professional certificate/ diploma,USA,1.90725,40,46,33,32,37,10.47,4.43, Never Used,Used,Used,Used
1891,65+,Male,University degree,Ireland,Black,46,69,49,37,7,14.01,12.44, Never Used, Never Used, Never Used, Never Used
1892,55 - 64,Male,Doctorate degree,New Zealand,Asian,35,18,50,52,44,16.51,8.21,Used,Used,Used,Used
1893,35 - 44,Female,Masters degree,Ireland,Other,37,69,24,37,69,11.13,6.83, Never Used,Used, Never Used, Never Used
1894,65+,Male,Masters degree,UK,Mixed-White/Asian,59,49,30,58,22,16.6,11.44, Never Used,Used, Never Used, Never Used
1895,25 - 34,Female,University degree,Other,Other,56,20,32,51,44,18.73,5.5,Used, Never Used,Used, Never Used
1896,45 - 54,Male,Masters degree,Canada ,Mixed-White/Asian,37,59,49,41,52,0.49,8.51,Used, Never Used, Never Used,Used
1897,18 - 24,Female,Professional certificate/ diploma,USA,White,22,6,53,23,7,16.18,7.98,Used,Used,Used, Never Used
1898,45 - 54,Male,Masters degree,Ireland,1.90725,19,53,40,59,33,1.83,4.79,Used, Never Used, Never Used, Never Used
1899,65+,Male,Masters degree,Ireland,Asian,53,34,54,35,50,10.9,11.4, Never Used,Used, Never Used, Never Used
1900,25 - 34,Male,Doctorate degree,UK,Mixed-White/Black,37,46,55,29,41,16.81,9.9,Used,Used, Never Used,Used
1901,45 - 54,Male,Left school at 16 years,Canada ,Mixed-White/Black,19,19,50,28,59,17.55,12.72,Used, Never Used,Used,Used
1902,18 - 24,Male,Masters degree,UK,Other,28,18,43,43,52,13.51,5.76, Never Used,Used,Used,Used
1903,35 - 44,Male,Doctorate degree,Australia,Other,34,19,51,21,36,12.44,8.56, Never Used,Used,Used, Never Used
1904,35 - 44,Female,Doctorate degree,USA,Mixed-White/Black,28,28,25,33,20,1.51,7.98,Used,Used, Never Used,Used
1905,18 - 24,Female,Left school at 18 years,UK,1.90725,56,56,55,17,59,2.75,6.39,Used, Never Used, Never Used, Never Used
1906,45 - 54,Male,University degree,Ireland,Other,31,23,43,49,43,13.52,10, Never Used,Used, Never Used, Never Used
1907,55 - 64,Female,Left school before 16 years,Australia,Other,20,49,39,14,45,17.76,4.07,Used,Used, Never Used,Used
1908,25 - 34,Female,Left school before 16 years,USA,Mixed-White/Asian,41,6,42,31,69,14,8.91,Used, Never Used,Used, Never Used
1909,18 - 24,Female,Left school at 17 years,USA,Mixed-White/Black,36,21,41,39,21,13.78,7.19, Never Used,Used, Never Used,Used
1910,18 - 24,Male,Left school at 17 years,Ireland,Asian,37,69,39,33,69,0.96,4.4,Used, Never Used, Never Used,Used
1911,18 - 24,Female,Masters degree,Ireland,White,56,6,50,28,7,16.33,4.49, Never Used, Never Used, Never Used,Used
1912,25 - 34,Male,Professional certificate/ diploma,USA,Asian,36,46,39,49,37,12.7,6.2, Never Used,Used, Never Used,Used
1913,65+,Female,Left school at 17 years,New Zealand,Other,58,16,41,54,31,6.64,4.02,Used, Never Used, Never Used,Used
1914,65+,Male,Doctorate degree,UK,Mixed-White/Asian,53,49,30,38,47,15.52,8.88, Never Used, Never Used, Never Used,Used
1915,18 - 24,Female,Left school at 17 years,Ireland,Asian,27,39,28,49,19,14.68,8.38, Never Used,Used,Used, Never Used
1916,25 - 34,Male,Some college or university,Other,Mixed-White/Black,36,49,47,12,36,16.69,3.99,Used,Used,Used, Never Used
1917,65+,Female,Left school at 17 years,Canada ,Black,18,30,44,41,17,9.24,3.85, Never Used, Never Used,Used, Never Used
1918,35 - 44,Male,Professional certificate/ diploma,Australia,White,47,32,58,32,50,16.79,10.92, Never Used,Used, Never Used,Used
1919,25 - 34,Male,Masters degree,Australia,Other,22,51,45,19,25,16.85,10.46,Used, Never Used,Used,Used
1920,25 - 34,Male,Left school at 18 years,Australia,1.90725,54,43,28,48,34,9.34,12.72, Never Used, Never Used,Used,Used
1921,25 - 34,Female,Doctorate degree,Other,Other,55,6,34,33,69,10.44,7.45, Never Used, Never Used,Used, Never Used
1922,65+,Female,Left school at 17 years,Australia,1.90725,48,57,42,21,39,18.75,11.62,Used, Never Used,Used, Never Used
1923,55 - 64,Male,Some college or university,UK,1.90725,48,47,31,12,47,7.62,3.91, Never Used,Used,Used,Used
1924,65+,Male,Left school at 17 years,Ireland,Mixed-White/Black,57,17,25,44,36,10.49,11.23, Never Used, Never Used,Used, Never Used
1925,65+,Male,Professional certificate/ diploma,Australia,Black,30,17,46,22,24,7.98,5.96,Used,Used,Used, Never Used
1926,65+,Female,Doctorate degree,UK,Mixed-White/Black,25,55,54,42,21,7.85,5.37, Never Used, Never Used, Never Used,Used
1927,45 - 54,Female,Left school at 18 years,Ireland,Other,42,38,47,36,34,5.56,11.97, Never Used,Used, Never Used, Never Used
1928,45 - 54,Female,Professional certificate/ diploma,Australia,Mixed-White/Black,21,69,41,23,69,10.03,10.23,Used, Never Used,Used,Used
1929,25 - 34,Male,Masters degree,Canada ,Asian,28,24,51,15,43,6.67,4.14, Never Used,Used,Used,Used
1930,18 - 24,Male,Doctorate degree,Other,Mixed-White/Asian,25,46,43,37,22,16.03,12.49, Never Used,Used,Used, Never Used
1931,25 - 34,Male,University degree,Australia,Black,25,45,38,51,29,15.4,5.49,Used, Never Used,Used, Never Used
1932,25 - 34,Male,Masters degree,New Zealand,Mixed-White/Black,26,6,53,23,69,6.85,12.39,Used,Used,Used, Never Used
1933,45 - 54,Male,Masters degree,UK,Mixed-White/Asian,30,40,48,13,47,8.98,10.96,Used,Used,Used,Used
1934,55 - 64,Male,University degree,Australia,White,40,53,54,47,53,11.43,11.86, Never Used,Used, Never Used,Used
1935,35 - 44,Male,Left school at 16 years,USA,1.90725,17,69,43,18,69,1.8,11.84, Never Used, Never Used,Used,Used
1936,45 - 54,Male,Doctorate degree,UK,Black,44,21,36,41,59,6.47,12.72,Used, Never Used, Never Used, Never Used
1937,55 - 64,Female,University degree,New Zealand,Other,51,25,54,22,24,17.61,5.92,Used, Never Used, Never Used, Never Used
1938,18 - 24,Male,Left school at 18 years,Ireland,Mixed-White/Black,53,6,39,35,7,11.21,10.97, Never Used, Never Used,Used,Used
1939,18 - 24,Male,Professional certificate/ diploma,UK,Mixed-White/Asian,40,33,42,50,18,4.24,5.86, Never Used, Never Used,Used, Never Used
1940,25 - 34,Male,University degree,Australia,Mixed-White/Asian,37,39,59,57,32,17.37,4.98,Used, Never Used,Used, Never Used
1941,25 - 34,Female,Professional certificate/ diploma,New Zealand,Mixed-White/Asian,51,52,58,43,53,1.96,5.12,Used,Used, Never Used, Never Used
1942,18 - 24,Male,Left school at 18 years,USA,Other,59,58,52,24,20,13.74,7.17,Used, Never Used, Never Used, Never Used
1943,18 - 24,Male,Masters degree,New Zealand,Asian,22,49,25,45,36,6.59,5.5, Never Used,Used,Used,Used
1944,35 - 44,Male,Doctorate degree,USA,Other,44,6,43,12,7,18.22,12.34,Used, Never Used, Never Used,Used
1945,45 - 54,Male,Left school at 18 years,UK,Other,27,50,44,34,29,2.68,4.01, Never Used,Used, Never Used,Used
1946,65+,Male,Professional certificate/ diploma,UK,Other,54,57,42,58,44,7.75,7.79,Used,Used, Never Used, Never Used
1948,,Male,Some college or university,USA,White,,43,46,51,54,18.83,11.19,Used,Used,Used, Never Used
1949,,Female,Masters degree,UK,White,,51,48,47,50,13.63,11.19,Used,Used, Never Used,Used
1950,,Female,University degree,USA,White,25,33,41,41,39,18.83,11.19,Used,Used,Used, Never Used
1951,,Female,Masters degree,UK,White,39,39,48,40,48,16.29,11.83,Used,Used,Used, Never Used
1952,,Male,Professional certificate/ diploma,UK,White,32,34,32,50,37,18.83,11.83,Used,Used, Never Used, Never Used
1953,,Male,Professional certificate/ diploma,UK,White,,44,46,45,38,18.83,11.19,Used,Used,Used, Never Used
1954,,Male,University degree,Australia,Black,25,45,38,51,29,15.4,5.49,Used, Never Used,Used, Never Used
1955,,Female,University degree,UK,Mixed-White/Asian,,46,47,42,45,14.64,3.77,Used,Used, Never Used, Never Used
1956,,Male,Professional certificate/ diploma,UK,White,,,44,40,44,18.83,4.62,Used,Used, Never Used, Never Used
1957,,Female,Masters degree,UK,White,21,52,45,50,53,13.63,11.19,Used,Used, Never Used, Never Used
1958,,Female,Masters degree,UK,White,,,41,37,42,16.29,11.19,Used,Used, Never Used, Never Used
1959,,Male,Some college or university,UK,White,,47,55,33,28,10.34,11.19,Used,Used,Used,Used
1960,,Female,Professional certificate/ diploma,Ireland,White,41,39,37,49,43,14.64,4.62,Used,Used, Never Used, Never Used
1961,,Female,University degree,USA,Other,44,28,44,33,33,14.64,7,Used,Used,Used,Used
1962,,Male,Masters degree,UK,White,,36,41,50,47,16.29,11.19,Used,Used,Used, Never Used
1963,,Female,University degree,UK,White,46,35,44,38,47,16.29,8.97,Used,Used,Used, Never Used
1964,,Female,Masters degree,UK,White,53,,44,31,26,7.85,5.46,Used,Used,Used,Used
1965,,Female,Professional certificate/ diploma,UK,White,,,38,47,42,16.29,11.83,Used,Used, Never Used, Never Used
1966,,Male,Left school at 16 years,UK,White,,,44,43,41,18.83,11.19,Used,Used,Used, Never Used
1967,,Male,Left school at 18 years,USA,White,,,53,37,39,16.29,11.62,Used,Used,Used, Never Used
1968,,Male,Masters degree,UK,White,,,48,49,49,1.06,7,Used,Used,Used, Never Used
1969,,Female,Doctorate degree,UK,White,,,44,54,51,16.29,11.62,Used,Used,Used, Never Used
1970,,Male,Masters degree,UK,White,,,40,38,33,7.85,11.62,Used,Used,Used,Used
1971,35 - 44,Female,Professional certificate/ diploma,UK,White,,,42,37,44,16.29,4.62,Used,Used,Used,Used
1972,35 - 44,Male,Professional certificate/ diploma,USA,White,,,43,44,33,10.34,8.97,Used,Used,Used,Used
1973,35 - 44,Female,Professional certificate/ diploma,UK,White,,,33,47,45,14.64,4.62,Used,Used,Used, Never Used
1974,,Male,Professional certificate/ diploma,USA,White,,,51,31,39,18.83,11.83,Used,Used,Used,Used
1975,45 - 54,Female,Doctorate degree,UK,White,26,,41,40,46,16.29,4.62,Used,Used,Used,Used
1976,55 - 64,Male,Some college or university,USA,White,21,,40,33,39,16.29,11.19,Used,Used,Used,Used
1977,35 - 44,Female,Professional certificate/ diploma,UK,White,39,,56,41,48,11.46,11.62,Used,Used, Never Used, Never Used
1988,18 - 24,Male,Some college or university,USA,White,12,,46,51,54,18.83,11.19,Used,Used,Used, Never Used
